id_cliente,DataNascimento,CPF,Nome,Email,Rua,Bairro,Cidade,Estado,CEP,funcional
C16488,1981-03-11,48927536029,Srta. Maria Vitória da Rocha,benicio75@bol.com.br,Passarela Pires,Vila Puc,Campos,CE,13259866,F0069
C16489,1960-06-03,92168307512,Helena Azevedo,novaesvitor@martins.com,Jardim de Moura,Ouro Minas,Peixoto,DF,77225833,F0043
C16490,2005-10-25,01237894603,Dra. Sophia Jesus,poliveira@viana.br,Avenida Porto,São Jorge 2ª Seção,Fernandes Paulista,PR,93730094,F0002
C16491,1952-06-18,47651329007,Ana Vitória Viana,daniela82@castro.org,Largo de Moraes,Lagoinha,Rocha,PE,27979763,F0031
C16492,1983-11-26,71340298678,Sra. Clara Jesus,jramos@gmail.com,Feira de Rodrigues,Pongelupe,da Costa Paulista,CE,79323461,F0046
C16493,1994-07-29,59078346256,Anthony Carvalho,mfarias@bol.com.br,Morro Gabrielly Moreira,Marilandia,Vieira da Prata,MG,47549006,F0045
C16494,1994-08-26,91247630803,Agatha Fernandes,barrosbenicio@gmail.com,Núcleo da Rocha,Vila Formosa,da Mata,BA,12147109,F0083
C16495,1968-07-24,96281407369,Dr. Gabriel Caldeira,arthur30@martins.br,Sítio de Campos,Itapoa,Mendes,SP,14574226,F0079
C16496,2000-04-17,93754801279,Benjamin Correia,enricodas-neves@carvalho.net,Lago da Costa,Horto Florestal,Rezende de Duarte,MG,94685531,F0046
C16497,1978-02-25,38459026124,Rebeca da Rocha,milenafarias@yahoo.com.br,Lagoa de Rezende,Cdi Jatoba,Cunha,CE,16217300,F0063
C16498,1997-11-21,54693810720,Fernando Cardoso,fcavalcanti@bol.com.br,Conjunto Maria Eduarda Mendes,Vila Vista Alegre,Ramos,SC,22582847,F0026
C16499,1997-10-17,54021798323,Sr. Lucas Cavalcanti,heloisa99@moura.com,Chácara de Melo,Vila Aeroporto Jaraguá,Araújo,RS,67890588,F0024
C16500,1995-01-09,61794203516,Stella Araújo,da-matapedro-lucas@dias.org,Morro Luiz Felipe da Costa,Ribeiro De Abreu,Novaes,SP,73632708,F0095
C16501,1974-11-09,17304928514,Luiz Henrique Cunha,da-conceicaosofia@caldeira.com,Estrada da Costa,Primeiro De Maio,Pinto,BA,93220618,F0017
C16502,2003-10-14,87946530200,Sra. Emanuella Ramos,marcelonogueira@lima.br,Conjunto Gomes,Outro,Dias da Prata,SP,94039717,F0025
C16503,1985-05-16,32894701640,Diogo Martins,vianajoao-vitor@uol.com.br,Feira Silva,Pirineus,Castro,RS,78658401,F0058
C16504,1956-07-19,38641529098,Diego da Mata,igor66@vieira.com,Trecho de Barbosa,Nossa Senhora Da Aparecida,Cardoso do Galho,RJ,06024087,F0075
C16505,1963-06-21,87150469310,Dra. Evelyn Rezende,beatriz46@aragao.org,Esplanada Barbosa,Vila Da Ária,Fernandes,DF,83628630,F0057
C16506,1991-12-31,96315820786,Maria Vitória Novaes,luizacaldeira@peixoto.br,Vila Leandro Azevedo,Santa Efigênia,Gonçalves,CE,27546362,F0081
C16507,1985-02-03,78614350910,Maria Vitória Freitas,da-cruznina@yahoo.com.br,Via Sabrina Nunes,Camponesa 1ª Seção,Gomes Grande,DF,90982822,F0088
C16508,1967-12-17,20915873621,João Vitor Silva,msilveira@carvalho.br,Vereda de Pinto,Vila São Dimas,Jesus do Amparo,RS,10720448,F0097
C16509,1985-05-02,18467539291,Sr. Davi Lucca da Rocha,rezendebeatriz@costela.net,Recanto da Luz,Unidas,Pereira,CE,06342879,F0069
C16510,2003-10-13,63182579428,Maria Ribeiro,fernandeslarissa@gmail.com,Passarela Santos,Nova Suíça,da Mata das Pedras,RS,46216993,F0061
C16511,1965-04-24,57862013417,Alice da Rosa,da-pazmarcelo@barbosa.net,Recanto Thales das Neves,Vila Antena,da Costa,SP,45396245,F0077
C16512,1985-06-21,89134027505,André Barros,gabriela74@yahoo.com.br,Quadra Nascimento,Anchieta,Pires,RS,89451712,F0016
C16513,1974-10-19,61452039780,Maria Clara Sales,camila18@bol.com.br,Morro Rodrigo Araújo,Lajedo,Ribeiro,CE,63737442,F0024
C16514,1991-03-28,67102859449,Dr. Anthony Freitas,raquelnascimento@da.com,Vila Costa,Aarão Reis,da Rosa das Flores,SC,38555952,F0091
C16515,1954-11-20,95418237691,Bruno Moura,maria-clara04@gmail.com,Favela de Melo,Boa União 1ª Seção,Alves,RJ,86417288,F0031
C16516,1998-05-24,47536028180,Paulo Pires,pereiraagatha@hotmail.com,Alameda da Luz,Estoril,Barbosa,SP,45409563,F0050
C16517,1973-06-01,17053689212,Augusto Castro,nda-rocha@uol.com.br,Ladeira Lara Melo,Jardim São José,Carvalho,CE,10490374,F0049
C16518,1992-09-19,02387954114,Ana Julia Silveira,melissada-cruz@gmail.com,Passarela de Moura,Manacas,Pinto,RS,93797763,F0062
C16519,1958-05-26,90126875359,Sra. Emilly Mendes,da-mataluiz-otavio@vieira.org,Colônia João Gabriel Oliveira,Dom Silverio,Dias de Gomes,RS,31288976,F0071
C16520,1957-08-19,07593618277,Emilly Silva,otavio52@hotmail.com,Vale de Araújo,Santo Agostinho,Campos,SC,44339544,F0036
C16521,1968-06-08,40813579279,Maria Luiza Silva,enzo-gabrielfernandes@yahoo.com.br,Alameda Alice Rocha,Engenho Nogueira,Araújo,RS,08214747,F0081
C16522,1959-11-06,85402976120,Sr. Fernando Barbosa,emelo@yahoo.com.br,Condomínio de Viana,Nova Granada,Cardoso,SP,69340681,F0078
C16523,1970-09-14,26041537934,Luiz Otávio Pereira,cavalcantibruna@hotmail.com,Jardim Heitor Gomes,Canaa,Moreira das Flores,SP,53344152,F0024
C16524,1995-05-01,73894016213,Gustavo Henrique Rocha,gporto@yahoo.com.br,Morro de Souza,Alto Barroca,da Costa,SC,52568156,F0074
C16525,1998-08-08,47085163984,Marina Lopes,diego85@lopes.br,Travessa de Vieira,Goiania,Costa,MG,67271977,F0030
C16526,1973-04-29,92468730178,Maria Eduarda Freitas,da-cruzpietro@yahoo.com.br,Travessa de Moraes,Savassi,Lima do Norte,MG,83549136,F0028
C16527,1970-07-11,36924158773,Daniel Barbosa,pedro94@teixeira.br,Recanto da Mata,Novo Das Industrias,Silveira da Mata,BA,77197824,F0090
C16528,1967-10-25,21746958391,Dr. Ryan Ramos,bruno38@hotmail.com,Largo Pedro Miguel Campos,Maravilha,Cunha de Goiás,BA,29913304,F0038
C16529,1990-07-23,45093261734,Ryan Azevedo,beatriz12@ig.com.br,Viela Santos,Mirante,Araújo das Flores,RJ,33250083,F0098
C16530,1971-10-03,03218659442,Davi Lucas Peixoto,heitorsouza@yahoo.com.br,Avenida de Lima,Boa União 2ª Seção,da Paz do Oeste,MG,46304704,F0070
C16531,2001-01-27,10756942306,Davi Lucca Martins,cjesus@gmail.com,Área de Lopes,Cidade Jardim,Silva Paulista,DF,17193167,F0082
C16532,1950-06-08,72951380488,Igor Castro,yasmincampos@yahoo.com.br,Trevo Enzo Gabriel Rodrigues,Nova Esperança,Azevedo do Amparo,MG,35497070,F0034
C16533,1978-04-29,20791864340,Benício Sales,piresthomas@ig.com.br,Recanto Azevedo,Jardim Atlântico,Nogueira do Amparo,SC,04123978,F0070
C16534,1949-10-26,62894713509,Luiz Henrique Lima,alvesmaria-luiza@lima.com,Lagoa Stephany Barros,Zilah Sposito,Nunes,PE,09427561,F0064
C16535,1950-05-15,38902651460,Nicole Silveira,barbosaantonio@gmail.com,Avenida Viana,Vila Nova Cachoeirinha 3ª Seção,Oliveira das Flores,PE,89247534,F0064
C16536,1972-07-01,74960821396,Dra. Ana Oliveira,acampos@gmail.com,Chácara Lívia Alves,Vila Madre Gertrudes 3ª Seção,Costela do Norte,SC,67499997,F0042
C16537,2007-04-18,06281943589,Gabrielly Novaes,bryan50@yahoo.com.br,Parque de Freitas,Ademar Maldonado,Silva do Galho,DF,17770364,F0010
C16538,2002-09-22,63249578100,João Lucas Moura,duartejoao-guilherme@novaes.com,Colônia Ferreira,Outro,Cavalcanti das Flores,RS,03499133,F0041
C16539,1992-05-23,71642938564,Erick da Rocha,maragao@aragao.com,Lagoa de da Mata,São Benedito,Viana,RJ,37788136,F0028
C16540,1996-10-30,27689453074,Stephany Peixoto,emoraes@uol.com.br,Sítio de Caldeira,Tupi B,Teixeira de Minas,MG,17418539,F0007
C16541,1988-12-08,31807264580,Benjamin Nascimento,ramosjulia@uol.com.br,Praia Ramos,Vila Betânia,Cardoso da Prata,CE,36615928,F0094
C16542,1997-09-06,72501386930,Sr. Pedro Miguel da Costa,raul45@fogaca.net,Trecho Teixeira,Barroca,Pires,SP,27684697,F0043
C16543,1954-10-12,64098723565,Elisa Fogaça,leticiaaragao@campos.org,Parque de Campos,Vila Independencia 1ª Seção,Nunes,CE,26820724,F0050
C16544,1985-12-29,89160453710,Ryan Martins,iancavalcanti@da.com,Viaduto Maria Eduarda Viana,Mala E Cuia,Rezende,SC,50596817,F0024
C16545,1978-06-04,21435906870,Dr. Vitor Gabriel da Mota,yagobarros@uol.com.br,Praça de Teixeira,Cônego Pinheiro 2ª Seção,Pereira,MG,23091104,F0076
C16546,1954-04-14,70459286374,Camila Costela,kevinsales@hotmail.com,Rodovia de Carvalho,Coração De Jesus,Nogueira,RS,52485671,F0068
C16547,1958-02-09,47398162537,Sra. Laura Ramos,leticiarezende@santos.net,Esplanada de da Mata,Urca,Rezende de Duarte,BA,43743050,F0002
C16548,1956-09-19,14760295399,Fernando Farias,mda-conceicao@novaes.br,Quadra Nunes,Vila Suzana Segunda Seção,Barbosa do Oeste,SC,12680153,F0100
C16549,2002-09-04,84105326970,Dra. Mariane Ribeiro,omonteiro@da.org,Jardim de Souza,Eymard,Caldeira das Flores,BA,77629804,F0008
C16550,1964-09-06,42360791516,Ana Júlia das Neves,sofia34@campos.com,Largo Novaes,Serra Verde,Moreira,SC,58726903,F0088
C16551,2005-10-11,68152093777,Ryan Carvalho,ianteixeira@azevedo.com,Estrada de Farias,Satelite,Pires,PR,08391278,F0059
C16552,1995-06-05,34670895184,Ana Laura Gomes,matheus83@yahoo.com.br,Ladeira Barbosa,Horto,Oliveira de Goiás,PE,97398916,F0061
C16553,1983-02-26,95804631233,Vitor Hugo Viana,qoliveira@rocha.com,Ladeira Alexia Vieira,Pantanal,Souza de Pires,MG,29389376,F0048
C16554,1997-06-30,64752390892,Arthur Cardoso,valentinasales@yahoo.com.br,Avenida Ana Carolina Cardoso,Dom Joaquim,Gomes Verde,RJ,33538819,F0014
C16555,1981-08-26,64239017599,Eloah da Cruz,breno09@yahoo.com.br,Alameda Novaes,João Pinheiro,Peixoto Alegre,SP,05691484,F0045
C16556,1963-02-05,76491038203,Srta. Fernanda Nogueira,maria-luizacardoso@rodrigues.br,Passarela de Barbosa,Jardim América,Castro de Minas,PR,75660051,F0087
C16557,1971-06-05,51729364837,Maria Vitória da Rocha,qbarros@goncalves.br,Aeroporto Danilo Correia,Nova Granada,Aragão das Pedras,PE,66308273,F0072
C16558,1973-10-27,80327541997,Daniela Novaes,thomas96@melo.com,Via Noah Cunha,Santa Terezinha,Mendes de Barbosa,RS,61668751,F0075
C16559,1970-09-24,31697248519,Rodrigo das Neves,vitoria05@nunes.br,Ladeira Maria Fernanda Costela,Vila Aeroporto Jaraguá,da Conceição,DF,92141137,F0096
C16560,1983-05-01,68345927092,Sra. Catarina Azevedo,gfreitas@duarte.com,Chácara de Caldeira,Ribeiro De Abreu,Campos,CE,12910164,F0054
C16561,1951-03-10,67309124804,Juan Moreira,leandrosantos@bol.com.br,Vereda Dias,Vila Independencia 3ª Seção,da Mata,RJ,20721794,F0046
C16562,1989-09-27,01475896301,Sr. Thales Alves,oliveirasabrina@yahoo.com.br,Campo Bruna Freitas,Xodo-Marize,Monteiro de Cardoso,MG,16354906,F0081
C16563,2004-10-09,05367241808,Dr. Miguel Melo,maria-juliapires@ig.com.br,Esplanada Porto,Manacas,Oliveira,CE,19835771,F0037
C16564,1996-12-11,12694738087,Sr. Lorenzo das Neves,arthurpeixoto@hotmail.com,Loteamento de Moura,Dom Cabral,Correia das Flores,SC,29102613,F0037
C16565,2003-05-16,91407568310,Sr. Thomas Rezende,qfarias@yahoo.com.br,Lagoa da Costa,João Pinheiro,Campos dos Dourados,BA,72675944,F0067
C16566,1960-05-20,41862930589,Evelyn Alves,luiz-fernandomendes@da.com,Via Gustavo Cunha,Cônego Pinheiro 1ª Seção,da Paz da Mata,DF,78738804,F0090
C16567,2007-03-29,17603824508,Anthony Teixeira,enzo-gabrielaraujo@da.br,Distrito Nunes,Morro Dos Macacos,da Paz,MG,65281296,F0051
C16568,1991-06-21,46780321931,João Gabriel Ramos,cardosomurilo@monteiro.net,Travessa Almeida,Embaúbas,Almeida,BA,12340170,F0018
C16569,1951-04-10,20914375652,Juliana Duarte,ana-vitoriaporto@uol.com.br,Núcleo Enzo Gabriel Castro,Urca,Correia,PE,85657625,F0079
C16570,1977-12-28,78269403113,Luiz Fernando Moraes,fogacarenan@ig.com.br,Via da Costa,Fazendinha,Pires,RJ,07025340,F0080
C16571,1993-11-07,90715432699,Sra. Ana Julia Sales,mendesmaite@ramos.net,Ladeira Araújo,Marieta 1ª Seção,Costela do Oeste,MG,83383708,F0065
C16572,1964-04-04,89367054157,Dr. Pedro Miguel Ribeiro,zda-costa@oliveira.com,Residencial Rafael Cunha,Heliopolis,Costa,PE,83368809,F0094
C16573,1962-12-11,45067829176,Marcelo Mendes,anthony93@sales.net,Largo Pinto,Novo Aarão Reis,Novaes,RJ,86997679,F0039
C16574,1989-03-24,51069748366,Gustavo Henrique da Rosa,noah39@gmail.com,Ladeira de Moraes,São Bernardo,Monteiro,RS,88943096,F0089
C16575,1987-11-01,34592781619,Lucas Farias,xviana@gmail.com,Travessa Mendes,Barro Preto,da Conceição de Fogaça,PE,01074178,F0057
C16576,1978-07-14,95862740120,Dr. Igor Teixeira,luiz-gustavo94@hotmail.com,Rua Vieira,Vila Minaslandia,Souza,BA,12231938,F0074
C16577,1988-09-07,85209134741,Levi Cavalcanti,rodriguesluna@ig.com.br,Largo Pires,Jardim Do Vale,Campos Verde,PR,76811226,F0049
C16578,1976-11-05,45623190707,Rebeca da Costa,ijesus@azevedo.net,Via de da Mota,Jardim Atlântico,das Neves do Campo,BA,52374577,F0010
C16579,1971-11-22,27305986186,Heloísa Pires,fda-conceicao@jesus.com,Via João Vitor Moraes,Pompéia,Alves,PR,13393888,F0002
C16580,1963-10-03,32985607400,Yago da Paz,silvamiguel@barros.br,Trecho Freitas,Nossa Senhora Aparecida,Cavalcanti,PE,89355190,F0071
C16581,1977-03-09,97406183593,Isabel Rocha,hrodrigues@gmail.com,Esplanada Bernardo da Cunha,Antonio Ribeiro De Abreu 1ª Seção,Rezende,PE,36426270,F0009
C16582,1954-07-17,76520139840,Levi Azevedo,goncalvesbruno@bol.com.br,Lagoa Valentina Cunha,Cenaculo,das Neves Verde,SP,12183087,F0001
C16583,1981-10-19,16405798267,Guilherme Costa,nuneserick@vieira.com,Rodovia Laís Barbosa,Cidade Jardim Taquaril,Aragão,RS,65863968,F0011
C16584,1976-08-17,08162493778,Manuela Fernandes,brocha@lopes.net,Residencial de Castro,Tiradentes,Barbosa,CE,92183667,F0034
C16585,1957-10-29,72408693187,Vinicius das Neves,vporto@da.br,Feira de Nogueira,São Marcos,da Rosa do Sul,BA,40863692,F0071
C16586,1991-08-28,40269173803,João Cardoso,larasouza@castro.org,Jardim Raul Castro,Vila Batik,Alves Paulista,PR,83742293,F0096
C16587,1963-11-28,37902645800,Dr. Gabriel Nascimento,nporto@correia.com,Passarela Marcos Vinicius Duarte,Dom Joaquim,Pires,CE,96391561,F0086
C16588,1962-02-04,54326807180,Gustavo Barbosa,pedro-lucas36@moraes.org,Núcleo Miguel Ribeiro,Maria Helena,Oliveira de Pinto,SP,94536895,F0089
C16589,2002-10-31,83724169078,Eduardo Rodrigues,brunanascimento@yahoo.com.br,Favela das Neves,Boa União 2ª Seção,Porto de Ferreira,CE,53906130,F0006
C16590,2002-03-28,98230546142,Bruna Ribeiro,moreiramurilo@yahoo.com.br,Vereda Ana Castro,Vila São Rafael,Rocha do Campo,PE,30393247,F0076
C16591,1979-08-08,97253684109,Maria Alice Moraes,sarah81@ig.com.br,Sítio de Santos,Cidade Jardim,Viana de Silva,RS,82164659,F0075
C16592,1969-09-05,58274390105,Ian Cardoso,emanuel50@uol.com.br,Estação de da Cruz,Santa Monica,Cavalcanti,DF,36081412,F0061
C16593,1968-09-12,30917456270,Srta. Esther Sales,daniela84@azevedo.org,Vale de Almeida,Conjunto Celso Machado,Cardoso,PE,79663722,F0021
C16594,1980-12-04,35960218712,Rafael da Paz,bbarros@ig.com.br,Alameda de Nascimento,Estrela Do Oriente,Mendes da Praia,RJ,16197054,F0020
C16595,1963-04-17,29576308186,Cecília Teixeira,vitoria44@ig.com.br,Quadra Lucas Gabriel Fogaça,Floresta,Nascimento da Serra,PE,38665048,F0063
C16596,1964-05-29,97865032447,Dr. Breno Pinto,portogabriela@ig.com.br,Jardim da Mata,Vila Esplanada,Lima do Norte,CE,08736488,F0026
C16597,1974-09-23,57146092399,Enzo Gabriel Nogueira,wcaldeira@bol.com.br,Esplanada Diogo Cardoso,São Francisco Das Chagas,Novaes,CE,97193675,F0050
C16598,1988-12-05,86574120985,Luiz Gustavo Mendes,maria-sophia86@uol.com.br,Rua João Miguel Moreira,Pirineus,Rocha da Serra,MG,36737922,F0059
C16599,1953-10-01,43105782923,Isaac Cardoso,kevin93@yahoo.com.br,Praça de Oliveira,Conjunto Califórnia Ii,Azevedo,RS,61029294,F0095
C16600,1979-08-22,07231954804,Júlia da Luz,murilo17@mendes.com,Sítio Melo,Nossa Senhora Da Conceição,Barbosa de Aragão,PE,03764201,F0018
C16601,2004-07-04,45216079343,Yasmin Vieira,uoliveira@gmail.com,Praça Almeida,São Bento,Ferreira do Galho,PR,32777337,F0006
C16602,1996-09-12,68904251389,Thiago das Neves,vieiraleandro@yahoo.com.br,Via de Ribeiro,Grota,Lima Grande,RS,02175638,F0073
C16603,1995-06-27,32471058671,Sra. Kamilly Duarte,marcos-viniciusda-cunha@yahoo.com.br,Área Lucas Gabriel Ferreira,Caetano Furquim,Araújo Verde,PR,54348678,F0055
C16604,1955-11-22,45612780362,Laís Rezende,lucassilva@duarte.com,Chácara Helena Mendes,Floramar,Rodrigues da Serra,SP,39316701,F0099
C16605,1964-09-11,24159083633,Rafael Castro,maria-alice42@da.org,Residencial de Dias,Marmiteiros,Nunes,MG,92885689,F0049
C16606,1965-07-23,95374821032,Luiz Henrique Rocha,thiago40@gomes.br,Viaduto de Santos,Boa União 1ª Seção,Nunes de da Conceição,SP,67822476,F0072
C16607,1951-09-14,64730518993,Raquel Santos,klopes@gmail.com,Morro Paulo Melo,Barão Homem De Melo 3ª Seção,Novaes,PE,15634353,F0038
C16608,1955-11-21,84936725056,Daniela Azevedo,vitorramos@nunes.org,Via de Silva,Vila Nova Cachoeirinha 3ª Seção,Almeida do Sul,RJ,54567518,F0094
C16609,1990-12-04,96728514309,Sophie da Rosa,fpinto@uol.com.br,Morro de da Paz,Tres Marias,Silveira,MG,74627630,F0040
C16610,1997-02-12,71428395032,Larissa Santos,henrique95@uol.com.br,Núcleo Vitor Gonçalves,Vila Santo Antônio Barroquinha,Fogaça,CE,97749338,F0046
C16611,1990-07-12,24891037504,Dra. Sabrina Cardoso,ianmoreira@yahoo.com.br,Passarela Rodrigues,Betânia,Monteiro,BA,87778637,F0002
C16612,1964-11-08,85612973012,Lucca Moura,rodriguesjoao-miguel@ig.com.br,Travessa Silveira,Paulo Vi,Novaes,DF,74075592,F0098
C16613,1996-06-17,25364987000,Sra. Catarina Costela,qcosta@barbosa.com,Sítio de Oliveira,Horto Florestal,Alves,RJ,31620579,F0095
C16614,1985-07-04,37854096210,Ana Beatriz Alves,maria-alice94@gmail.com,Largo Sarah Ferreira,Vila São Paulo,Costela dos Dourados,PE,35821155,F0049
C16615,1992-09-27,83697104500,Larissa Moura,jferreira@yahoo.com.br,Distrito Manuela Peixoto,Urca,Gomes de Silveira,RJ,57247940,F0022
C16616,1950-10-14,97408261303,Luiz Gustavo Cardoso,ypereira@novaes.net,Lago de Oliveira,Anchieta,Freitas do Norte,SP,51987160,F0095
C16617,1953-01-04,65714829328,Rodrigo Novaes,eda-cruz@uol.com.br,Quadra da Mota,Camponesa 1ª Seção,Pinto,DF,54757166,F0008
C16618,1971-06-15,97540382600,Luiz Felipe Farias,fariasana-julia@gmail.com,Lago Ferreira,Ouro Preto,Melo da Praia,MG,21626393,F0067
C16619,1983-10-30,14275983637,Dra. Vitória Monteiro,rochaemanuella@uol.com.br,Setor Marina Rodrigues,São Gonçalo,Costela do Amparo,RS,85051605,F0093
C16620,1986-09-24,38290645783,Giovanna Cunha,goncalvesamanda@gomes.org,Travessa Cardoso,Vila Das Oliveiras,Peixoto de Cavalcanti,MG,05625928,F0010
C16621,1965-03-22,35061827490,Amanda Ribeiro,hsilveira@nogueira.br,Trevo de Lima,Vila Primeiro De Maio,Cavalcanti,RJ,37872579,F0040
C16622,1965-11-30,08712946303,Stella Melo,joao-gabriel93@bol.com.br,Viaduto Felipe Correia,São Luiz,Ferreira,PR,07815590,F0074
C16623,2000-07-30,13426597837,Sr. Renan Mendes,isabelfarias@silveira.com,Praia Clarice Vieira,Casa Branca,Oliveira,RJ,00988209,F0085
C16624,1995-10-08,96320178469,Sr. Joaquim Monteiro,lopescaue@fogaca.br,Morro Cavalcanti,Xangri-Lá,da Mota de Ramos,DF,02861813,F0031
C16625,1961-10-11,48290675356,Luiz Felipe Ribeiro,miguelduarte@castro.com,Praia Juliana da Mata,Jardim Felicidade,Novaes da Serra,BA,14238103,F0006
C16626,1994-02-14,65014728901,Bryan Ribeiro,gabriellycarvalho@bol.com.br,Morro Sofia Lima,Concórdia,Cardoso,PR,44085424,F0003
C16627,1951-11-26,76413289031,Raquel Gonçalves,vicente19@hotmail.com,Condomínio Pedro Monteiro,São José,da Conceição do Oeste,BA,39216563,F0069
C16628,1998-01-14,46753819282,Dr. Bernardo Aragão,souzabarbara@lopes.br,Campo de da Rocha,Vila Suzana Primeira Seção,Pereira,PE,04830012,F0049
C16629,1959-09-14,10659872420,Emanuelly Alves,thalesda-cunha@ig.com.br,Esplanada de das Neves,Mineirão,Viana do Sul,SC,87581948,F0021
C16630,1960-06-20,27901856386,Sra. Clarice Jesus,jcampos@pinto.br,Viaduto de Cardoso,Conjunto Serra Verde,Silveira,CE,10504537,F0086
C16631,1992-05-22,10726938440,Emanuelly Caldeira,ana-julia17@yahoo.com.br,Travessa Manuela Duarte,Vila São Geraldo,Pereira,RS,40928861,F0027
C16632,1991-03-22,52193876428,Kevin Nascimento,gustavoda-cunha@da.br,Conjunto de da Cunha,Vale Do Jatoba,Martins,MG,81566424,F0088
C16633,2001-02-14,10345786939,Carolina Peixoto,souzaotavio@da.com,Alameda Cardoso,Beija Flor,Peixoto,BA,49012668,F0037
C16634,1986-03-18,24581073979,Leandro da Conceição,luiza01@ig.com.br,Chácara de Melo,Fazendinha,Silveira,SP,80060530,F0017
C16635,1980-04-07,51024763943,Sr. Luiz Gustavo Fogaça,catarinaribeiro@bol.com.br,Colônia Moreira,Vila Mangueiras,Cardoso,MG,05559363,F0009
C16636,1972-01-18,07136952425,Sabrina Costa,kaique76@correia.net,Viaduto Isabelly Gomes,Jardim Alvorada,Sales,DF,46071450,F0081
C16637,1988-04-13,87164523991,Srta. Maria Eduarda Nascimento,oliveiraemanuel@alves.br,Setor de Duarte,Varzea Da Palma,Fernandes,SC,59005963,F0013
C16638,2003-06-05,83165920702,Letícia Pires,raragao@castro.br,Via Francisco da Cruz,Santana Do Cafezal,Ramos,RS,87335192,F0065
C16639,2000-05-31,62194587020,Sarah Viana,dda-luz@goncalves.com,Viela de Farias,Vila Oeste,Barros de Nunes,DF,51969920,F0049
C16640,1972-03-07,73964015857,Stephany Araújo,nascimentofernando@correia.com,Área da Mata,Araguaia,da Cunha,DF,87751140,F0073
C16641,1954-03-22,29457183088,Ryan Martins,da-matanicole@costela.org,Distrito Daniela Cavalcanti,São Luiz,Cardoso do Oeste,CE,60978044,F0017
C16642,1998-03-31,67420351880,Maria Alice Cardoso,jesusbrenda@bol.com.br,Estação de Moreira,São Benedito,Aragão Verde,RS,02758993,F0064
C16643,1966-04-04,32508176940,Vitor Hugo Duarte,barbosajoao-vitor@hotmail.com,Fazenda Rezende,Vila Pinho,Oliveira,MG,01350623,F0008
C16644,2000-05-29,14596278067,Joana Gonçalves,irezende@yahoo.com.br,Vale de Novaes,Anchieta,Novaes,PE,12940489,F0028
C16645,1985-08-10,29810534698,Leonardo Nogueira,vitor76@gmail.com,Aeroporto de da Luz,Alpes,Pereira de Aragão,MG,10485188,F0010
C16646,1995-09-01,58093246142,Catarina Porto,alice65@uol.com.br,Largo Maria Fernanda da Mata,Monte São José,Nogueira,PE,84516405,F0026
C16647,1985-11-20,14392876519,Dra. Mariane Jesus,emilly07@monteiro.br,Jardim Enrico Cavalcanti,Vila Primeiro De Maio,Silva de Goiás,RJ,39912580,F0046
C16648,1971-05-31,13067598466,Lucas Rodrigues,melissa79@porto.com,Viela Luiz Fernando Pereira,Monsenhor Messias,Azevedo,PE,72651972,F0036
C16649,1963-09-17,02849135704,Carolina Sales,bianca43@teixeira.com,Praça da Luz,Boa União 1ª Seção,Moura dos Dourados,SP,56221158,F0017
C16650,1994-11-16,29486153728,Stephany Cardoso,silvanatalia@viana.br,Lago de Barros,Jonas Veiga,Alves de Nunes,RJ,17611783,F0017
C16651,1979-05-26,17638942582,Raquel Nascimento,galmeida@bol.com.br,Trecho Nicole Caldeira,Vila Primeiro De Maio,Viana Grande,PE,25497016,F0026
C16652,1968-10-19,29875460176,Vinicius Azevedo,luana36@peixoto.com,Fazenda de Ferreira,Castelo,da Rocha das Pedras,MG,05369225,F0047
C16653,1954-01-27,96140725399,Luiza Freitas,larissasales@uol.com.br,Fazenda de Lopes,Serra,Duarte de Mendes,SP,83546415,F0086
C16654,1999-08-20,36891705401,Ana Luiza Pinto,bcavalcanti@ferreira.org,Jardim Fogaça,Vila Formosa,Souza Verde,DF,61296823,F0096
C16655,1982-06-24,58623419006,Sr. Matheus da Rocha,fariasluiz-gustavo@cunha.com,Travessa Silveira,Vila Copasa,Gonçalves de Moreira,MG,79813514,F0100
C16656,1970-04-09,43502679134,Davi Cunha,elisacampos@alves.com,Setor da Mota,Nova Granada,Campos,RJ,03494653,F0030
C16657,2000-11-10,41386057207,Maria Gomes,isabel67@uol.com.br,Vila Davi Lucas Duarte,Carlos Prates,das Neves Alegre,BA,24140410,F0057
C16658,1958-10-27,53478016207,João da Conceição,marianada-cunha@barbosa.com,Avenida Maysa Moura,Tupi B,da Mota,BA,23484932,F0096
C16659,2003-09-15,21350978612,Leandro Silveira,duartebenjamin@alves.br,Estação da Paz,Cônego Pinheiro 2ª Seção,da Cunha dos Dourados,BA,77656085,F0093
C16660,1952-04-11,80312975414,Daniela Barros,lara94@das.br,Parque Vitória Martins,Vila Mantiqueira,Campos do Sul,MG,92995898,F0038
C16661,1962-05-13,29571846058,Nina Moreira,spinto@hotmail.com,Morro de Ferreira,Guaratã,Jesus,MG,64292188,F0043
C16662,1978-03-22,59716240325,Matheus Cunha,luiz-gustavoporto@bol.com.br,Ladeira de Novaes,Conjunto Serra Verde,da Luz,SC,90207375,F0070
C16663,1959-12-05,90472318640,Sr. Diego Ramos,rda-rosa@bol.com.br,Viela Elisa Azevedo,Liberdade,Azevedo Paulista,RJ,34864442,F0024
C16664,1969-06-14,97052134616,Vitória Jesus,limabernardo@duarte.com,Rua Luiz Felipe Cunha,Morro Dos Macacos,Martins Paulista,PR,65376460,F0005
